总台,#genre#
丽水.缙云新闻综合, http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
丽水.龙泉综合, http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
丽水.庆元电视台, http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
丽水.松阳综合, http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
丽水.遂昌综合, http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
丽水.云和综合, http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
宁波.象山新闻综合, http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
宁波.余姚新闻综合, http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
宁波.余姚姚江文化, http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
衢州.开化综合, http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
衢州.开化国家公园, http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
衢州.龙游新闻综合, http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
衢州.龙游电视台, http://l.cztvcloud.com/channels/lantian/SXlongyou3/720p.m3u8
衢州.龙游生活娱乐, http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
衢州.衢江综合, http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
绍兴新闻综合, http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8
绍兴公共频道, http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴文化影视, http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
绍兴.上虞新闻综合, http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
绍兴.上虞新商都, http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
绍兴.嵊州新闻综合, http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
绍兴.新昌新闻频道, http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
绍兴.新昌生活频道, http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
绍兴.诸暨新闻综合, http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
温州.洞头综合, http://l.cztvcloud.com/channels/lantian/SXdongtou1/720p.m3u8
温州.文成综合, http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
温州.永嘉新闻综合, http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
舟山.普陀电视台, http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
舟山.青田电视台, http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
舟山.嵊泗新闻综合, http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8

香港,#genre#
凤凰香港, http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226251/index.m3u8
凤凰中文, http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226248/index.m3u8
凤凰资讯, http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226274/index.m3u8
环球电视台, http://zb.xzxwhcb.com:9999/hls/world.m3u8
面包台, https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
星光综合台, http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
耀才财经台, https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8

台湾,#genre#
番薯111, http://61.216.67.119:1935/TWHG/E1/playlist.m3u8
华藏卫视, https://vod.amtb.de/liveedge/_definst_/livetv/playlist.m3u8
人间卫视, http://61.216.67.119:1935/bltvhd/bltv1/playlist.m3u8
生命电视, http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
TVBS, http://61.221.215.25:8800/hls/9/index.m3u8
唯心电视, http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
纬来精采, http://61.221.215.25:8800/hls/48/index.m3u8
